0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
35.55265378242693,19.463936615927615,11.822724967629844,17.26299550747156,3.903239111976606,3.504193082246126,21.951367542595733,2.2210844115403092,2.337929245564441,19.320638117364528,0.8125571009943147,3.180040726263886,21.46628417204187,111.48472038060162,22.362696553427046,3.0
38.354356479783206,54.71932133843696,9.102816769226104,6.04644956395471,2.0721865301006908,5.877872000834906,2.0278119502006775,4.848263158029912,2.896036676264705,9.770189826122254,9.129203932445192,5.102293330170542,54.8994643466486,97.6345761491497,11.706839076182346,3.0
37.313241714009706,53.326916285927005,6.495942298525783,5.271419196936042,3.8197952899094436,5.619364361510833,1.192509903118417,5.644870860010372,2.776577607963845,10.344073864549275,8.447318423061235,5.277191946619657,46.74819367458875,104.8745523340133,10.535674534036369,3.0
39.44101159319669,53.46752914791612,11.020499712547121,5.183735430763369,3.8391717392702165,4.7708737953298614,1.3108633104886869,5.062175394313389,2.33549621363395,10.819441377623544,8.3316885326062,5.234794198072886,47.93016628475428,103.59667910781016,11.321322172348562,3.0
33.53315344099191,53.218103475569855,16.4028871675588,3.5072825153358815,3.434172444721964,5.196709302956501,2.5998706870236004,6.373562428345624,2.1504891135507034,8.924548338597027,9.46865085398469,4.93325208405629,49.863445966756046,102.60124996506973,12.52981189216379,3.0
31.505295885433437,61.695853743475006,15.072894380445744,5.084300150990798,1.8542768159579703,5.672808507190283,2.1188922650414654,5.056922725616448,3.3052553780976752,9.352565599320403,7.6699916490876845,5.856516933506336,54.748892723292734,98.20508993371126,11.932539089769076,3.0
35.6543701618621,60.61573621069791,12.569759301877863,5.451851649977124,2.9170080180665208,5.746964260066006,1.6761437514585524,4.992995173799686,3.4400549936905453,10.16378512238821,7.510981471851275,5.856662638283307,55.66051076561174,93.25345521333435,11.58370776263195,3.0
36.1870420452859,58.824685644455776,10.849532123997726,5.094192774504463,2.5805660245390905,5.247080709028489,1.947035568311963,4.777645703620899,2.9584914696386986,10.63227677996548,7.395468628295873,5.639935344641185,56.27672804036459,93.97309482738342,10.99177751083221,3.0
36.28669623500275,57.36164576995034,8.836822190525709,6.430478351341684,2.9469957783458054,3.465143196894085,0.9095619862894937,4.767346801542152,2.822102626829784,12.392580510494355,9.03395547865401,5.796101850892474,49.05269257688916,96.80441774670707,11.76544397048113,3.0
36.40992967657462,54.11569273256523,8.86558666212392,4.543992262090478,3.5938594341599086,4.373916193193066,1.3082768043809323,6.08060105514999,2.2819730442537023,11.739802127194706,9.620354860563095,5.406613917387063,49.36082630126895,100.09117936741353,11.5667865003351,3.0
38.49401824613349,54.99508430494346,10.659546587358982,8.886119687515242,4.31634559458944,4.809408658618175,1.091805744423213,4.304570222214131,3.4048025728921267,11.398243470886403,7.170075121529122,6.376707641251966,49.588834405949925,101.10765056024165,10.189805656715917,3.0
34.341557869140246,56.2396494664277,10.810035557169918,5.846873211835668,3.812426801993105,5.709744106068872,2.0289454720813054,5.752566855356115,2.9558890176887362,9.216101514845386,7.606057860612638,5.459084855979404,50.780615196526405,102.87113170157615,10.668156488089059,3.0
36.08614029375293,56.953804793373635,12.470593665922904,5.072004869163077,4.650059219372143,5.135402371947101,2.6191080756956917,5.199053915689345,2.3278792321567967,10.188025935177526,8.166709818609348,5.42022918169767,52.7348971183952,99.46020779669021,10.81303308046276,3.0
36.74527440534488,55.19269973101272,11.913426687065382,4.667496219917905,2.152374840855878,5.344422554914906,3.6831538359914324,5.914294525394877,2.6834936789843313,11.523216456101277,8.156826173078478,5.207122708908399,54.93938491754409,94.41420413997582,11.242676901616095,3.0
37.99151281550209,57.76725605650246,12.196351316497118,5.219613503652976,2.5190163545638065,5.524914093679785,4.411838117894762,5.958999743633921,2.2451194008259847,10.917525442476126,8.582767658160499,5.151101841871258,54.15150789968321,96.56927964305339,11.838119452100699,3.0
39.75607396981874,55.011596137483984,12.274133155171443,4.200633260478314,3.475189519927757,5.576341045765044,4.360967154428048,5.5594988888328745,2.488628357633895,11.729860287972173,8.385379249433221,5.525838889919538,53.141169893731046,94.87200527720074,11.077738629074512,3.0
39.64820477661638,57.23447648881252,7.391529741144363,7.521097293988767,3.759072352991115,4.388112891235059,0.8575819777588823,4.113563691625002,3.4964419459632308,12.860243585830245,6.6519972636493385,6.499902344982778,56.2810016681371,89.4427615073475,10.773139707948962,3.0
35.078448820292486,89.92717220698044,1.1244627851033628,6.184377608245996,3.569752604527222,5.460487362230391,4.228377507092247,4.6393616958571595,4.340132666128781,14.78885028291274,6.689498267534476,8.127227501111799,74.46200623179276,67.61881974753511,7.06395104485973,3.0
29.593779092000894,98.25188600453835,5.9943207323646295,6.012811427229948,2.993960885575047,7.795883138593521,5.567981520063335,5.476850921499739,5.161734380903544,14.513331595462954,5.863244609298204,9.800122845903797,87.40732097986188,49.43098291518347,5.988775229420647,3.0
27.800864386145825,97.87804104710898,4.937465904424008,6.3210762801400096,2.869454992192756,7.6409119757837844,6.718949146095465,5.243465038125183,4.641714007530036,14.494989034471459,6.429602559837824,8.84427344071675,78.65792829572227,55.313100461601856,6.274929987874301,3.0
23.121398345223923,103.95049057266156,5.159387603432205,3.852653024502245,2.463568450299977,7.831372871113675,8.140061422147278,6.237217837508452,4.526744394216065,16.82615003210063,5.998486671794077,9.501020105667637,84.10656994653948,49.226065399757886,6.0306898347947016,3.0
27.50742921947155,99.79479213077191,6.825401250968101,6.432704082440814,3.056928519043106,8.213416691927518,5.344653832981899,5.303300330949549,5.3879047953424175,16.395188712698328,5.8051278751779405,10.362188637255109,90.23009040873374,46.98442996880423,5.981453571563829,3.0
36.39302861218631,64.33832020200063,13.269687397832358,7.656962517089974,3.722041205767792,6.364253940143523,2.247961683274786,5.8219964162479485,3.3782425145761112,8.49126307778495,6.203605797758991,6.241684621541372,65.62404346741376,89.77561317591827,11.393810973342198,3.0
